date,strategy,strategy_label,strategy_description,top1_player,top1_team,top1_opponent,top1_probability,top1_bob_score,top1_expected_pa,top1_lineup_slot,top1_stop_count,top1_pickable,top1_publisher,top1_result_hit,top1_decision,top1_hit,top2_pair,top2_publisher_count,top2_pick1_player,top2_pick1_publisher,top2_pick1_hit,top2_pick2_player,top2_pick2_publisher,top2_pick2_hit,top2_decision,top2_any_hit,top2_both_hit
2025-09-08,wf_low_stop_floor,Probability with volume + stop floor,Apply the volume floor and require six or fewer stop valves when possible.,Mookie Betts,LAD,COL,0.7250108074207728,61.59,4.7,2.0,1,N,False,1,True,True,Mookie Betts + Julio Rodríguez,0,Mookie Betts,False,1,Julio Rodríguez,False,1,True,True,True
2025-09-08,wf_top5_safety_blend,Top-5 safety blend,"Take the model top 5, then rerank by opportunity/contact safety factors.",Mookie Betts,LAD,COL,0.7250108074207728,61.59,4.7,2.0,1,N,False,1,True,True,Mookie Betts + Nico Hoerner,1,Mookie Betts,False,1,Nico Hoerner,True,1,True,True,True
2025-09-08,wf_top8_safety_floor,Top-8 safety blend with floor,"Take the model top 8, apply PA and stop-count floors when possible, then rerank by safety.",Francisco Lindor,NYM,PHI,0.7018163835140265,58.03,4.8,1.0,5,N,False,0,True,False,Francisco Lindor + Mookie Betts,0,Francisco Lindor,False,0,Mookie Betts,False,1,True,True,False
2025-09-08,bob_score_volume_floor,Bob score with volume floor,Primary Bob score baseline after a PA volume floor.,Shohei Ohtani,LAD,COL,0.6969111036013261,63.85,4.8,1.0,8,N,False,1,True,True,Shohei Ohtani + Julio Rodríguez,0,Shohei Ohtani,False,1,Julio Rodríguez,False,1,True,True,True
2025-09-09,wf_probability_top,Walk-forward probability top,Select the highest probability hitter from the walk-forward opportunity/contact model.,Mookie Betts,LAD,COL,0.7848713227246027,71.8,4.7,2.0,0,Y,False,1,True,True,Mookie Betts + Luke Keaschall,0,Mookie Betts,False,1,Luke Keaschall,False,0,True,True,False
2025-09-09,wf_volume_floor,Probability with volume floor,"Prefer hitters with PA/G >= 4.2 and expected PA >= 4.1, then sort by walk-forward probability.",Mookie Betts,LAD,COL,0.7848713227246027,71.8,4.7,2.0,0,Y,False,1,True,True,Mookie Betts + Luke Keaschall,0,Mookie Betts,False,1,Luke Keaschall,False,0,True,True,False
2025-09-09,wf_low_stop_floor,Probability with volume + stop floor,Apply the volume floor and require six or fewer stop valves when possible.,Mookie Betts,LAD,COL,0.7848713227246027,71.8,4.7,2.0,0,Y,False,1,True,True,Mookie Betts + Luke Keaschall,0,Mookie Betts,False,1,Luke Keaschall,False,0,True,True,False
2025-09-09,wf_top5_safety_blend,Top-5 safety blend,"Take the model top 5, then rerank by opportunity/contact safety factors.",Mookie Betts,LAD,COL,0.7848713227246027,71.8,4.7,2.0,0,Y,False,1,True,True,Mookie Betts + CJ Abrams,1,Mookie Betts,False,1,CJ Abrams,True,1,True,True,True
2025-09-09,wf_top8_safety_floor,Top-8 safety blend with floor,"Take the model top 8, apply PA and stop-count floors when possible, then rerank by safety.",Mookie Betts,LAD,COL,0.7848713227246027,71.8,4.7,2.0,0,Y,False,1,True,True,Mookie Betts + CJ Abrams,1,Mookie Betts,False,1,CJ Abrams,True,1,True,True,True
2025-09-09,bob_score_volume_floor,Bob score with volume floor,Primary Bob score baseline after a PA volume floor.,Mookie Betts,LAD,COL,0.7848713227246027,71.8,4.7,2.0,0,Y,False,1,True,True,Mookie Betts + Shohei Ohtani,0,Mookie Betts,False,1,Shohei Ohtani,False,1,True,True,True
2025-09-10,wf_probability_top,Walk-forward probability top,Select the highest probability hitter from the walk-forward opportunity/contact model.,Mookie Betts,LAD,COL,0.77236977205901,69.07,4.7,2.0,1,N,False,1,True,True,Mookie Betts + Alex Bregman,0,Mookie Betts,False,1,Alex Bregman,False,1,True,True,True
2025-09-10,wf_volume_floor,Probability with volume floor,"Prefer hitters with PA/G >= 4.2 and expected PA >= 4.1, then sort by walk-forward probability.",Mookie Betts,LAD,COL,0.77236977205901,69.07,4.7,2.0,1,N,False,1,True,True,Mookie Betts + Alex Bregman,0,Mookie Betts,False,1,Alex Bregman,False,1,True,True,True
2025-09-10,wf_low_stop_floor,Probability with volume + stop floor,Apply the volume floor and require six or fewer stop valves when possible.,Mookie Betts,LAD,COL,0.77236977205901,69.07,4.7,2.0,1,N,False,1,True,True,Mookie Betts + Alex Bregman,0,Mookie Betts,False,1,Alex Bregman,False,1,True,True,True
2025-09-10,wf_top5_safety_blend,Top-5 safety blend,"Take the model top 5, then rerank by opportunity/contact safety factors.",Mookie Betts,LAD,COL,0.77236977205901,69.07,4.7,2.0,1,N,False,1,True,True,Mookie Betts + Heliot Ramos,0,Mookie Betts,False,1,Heliot Ramos,False,1,True,True,True
2025-09-10,wf_top8_safety_floor,Top-8 safety blend with floor,"Take the model top 8, apply PA and stop-count floors when possible, then rerank by safety.",Mookie Betts,LAD,COL,0.77236977205901,69.07,4.7,2.0,1,N,False,1,True,True,Mookie Betts + Heliot Ramos,0,Mookie Betts,False,1,Heliot Ramos,False,1,True,True,True
2025-09-10,bob_score_volume_floor,Bob score with volume floor,Primary Bob score baseline after a PA volume floor.,Shohei Ohtani,LAD,COL,0.7235238090423375,73.47,4.8,1.0,8,N,False,1,True,True,Shohei Ohtani + Mookie Betts,0,Shohei Ohtani,False,1,Mookie Betts,False,1,True,True,True
2025-09-11,wf_probability_top,Walk-forward probability top,Select the highest probability hitter from the walk-forward opportunity/contact model.,Fernando Tatis Jr.,SDP,COL,0.7476882703331562,71.5,4.8,1.0,6,N,False,0,True,False,Fernando Tatis Jr. + Jakob Marsee,0,Fernando Tatis Jr.,False,0,Jakob Marsee,False,1,True,True,False
2025-09-11,wf_volume_floor,Probability with volume floor,"Prefer hitters with PA/G >= 4.2 and expected PA >= 4.1, then sort by walk-forward probability.",Fernando Tatis Jr.,SDP,COL,0.7476882703331562,71.5,4.8,1.0,6,N,False,0,True,False,Fernando Tatis Jr. + Xavier Edwards,1,Fernando Tatis Jr.,False,0,Xavier Edwards,True,1,True,True,False
2025-09-11,wf_low_stop_floor,Probability with volume + stop floor,Apply the volume floor and require six or fewer stop valves when possible.,Fernando Tatis Jr.,SDP,COL,0.7476882703331562,71.5,4.8,1.0,6,N,False,0,True,False,Fernando Tatis Jr. + Xavier Edwards,1,Fernando Tatis Jr.,False,0,Xavier Edwards,True,1,True,True,False
2025-09-11,wf_top5_safety_blend,Top-5 safety blend,"Take the model top 5, then rerank by opportunity/contact safety factors.",Xavier Edwards,MIA,WSN,0.7137551079491168,53.33,4.8,1.0,2,N,True,1,True,True,Xavier Edwards + Steven Kwan,2,Xavier Edwards,True,1,Steven Kwan,True,1,True,True,True
2025-09-11,wf_top8_safety_floor,Top-8 safety blend with floor,"Take the model top 8, apply PA and stop-count floors when possible, then rerank by safety.",Xavier Edwards,MIA,WSN,0.7137551079491168,53.33,4.8,1.0,2,N,True,1,True,True,Xavier Edwards + Steven Kwan,2,Xavier Edwards,True,1,Steven Kwan,True,1,True,True,True
2025-09-11,bob_score_volume_floor,Bob score with volume floor,Primary Bob score baseline after a PA volume floor.,Fernando Tatis Jr.,SDP,COL,0.7476882703331562,71.5,4.8,1.0,6,N,False,0,True,False,Fernando Tatis Jr. + Manny Machado,0,Fernando Tatis Jr.,False,0,Manny Machado,False,0,True,False,False
2025-09-12,wf_probability_top,Walk-forward probability top,Select the highest probability hitter from the walk-forward opportunity/contact model.,Mookie Betts,LAD,SFG,0.7458467959381508,54.85,4.7,2.0,1,N,False,0,True,False,Mookie Betts + Luis Arraez,1,Mookie Betts,False,0,Luis Arraez,True,1,True,True,False
2025-09-12,wf_volume_floor,Probability with volume floor,"Prefer hitters with PA/G >= 4.2 and expected PA >= 4.1, then sort by walk-forward probability.",Mookie Betts,LAD,SFG,0.7458467959381508,54.85,4.7,2.0,1,N,False,0,True,False,Mookie Betts + Luis Arraez,1,Mookie Betts,False,0,Luis Arraez,True,1,True,True,False
2025-09-12,wf_low_stop_floor,Probability with volume + stop floor,Apply the volume floor and require six or fewer stop valves when possible.,Mookie Betts,LAD,SFG,0.7458467959381508,54.85,4.7,2.0,1,N,False,0,True,False,Mookie Betts + Luis Arraez,1,Mookie Betts,False,0,Luis Arraez,True,1,True,True,False
2025-09-12,wf_top5_safety_blend,Top-5 safety blend,"Take the model top 5, then rerank by opportunity/contact safety factors.",TJ Friedl,CIN,ATH,0.7289777095106217,53.63,4.8,1.0,5,N,False,1,True,True,TJ Friedl + Luis Arraez,1,TJ Friedl,False,1,Luis Arraez,True,1,True,True,True
2025-09-12,wf_top8_safety_floor,Top-8 safety blend with floor,"Take the model top 8, apply PA and stop-count floors when possible, then rerank by safety.",Luis Arraez,SDP,COL,0.7356036937817263,70.29,4.7,2.0,1,N,True,1,True,True,Luis Arraez + TJ Friedl,1,Luis Arraez,True,1,TJ Friedl,False,1,True,True,True
2025-09-12,bob_score_volume_floor,Bob score with volume floor,Primary Bob score baseline after a PA volume floor.,Luis Arraez,SDP,COL,0.7356036937817263,70.29,4.7,2.0,1,N,True,1,True,True,Luis Arraez + Manny Machado,1,Luis Arraez,True,1,Manny Machado,False,1,True,True,True
2025-09-13,wf_probability_top,Walk-forward probability top,Select the highest probability hitter from the walk-forward opportunity/contact model.,Vladimir Guerrero Jr.,TOR,BAL,0.7456414550409413,72.59,4.6,3.0,0,Y,True,1,True,True,Vladimir Guerrero Jr. + Zach Cole,1,Vladimir Guerrero Jr.,True,1,Zach Cole,False,0,True,True,False
2025-09-13,wf_volume_floor,Probability with volume floor,"Prefer hitters with PA/G >= 4.2 and expected PA >= 4.1, then sort by walk-forward probability.",Vladimir Guerrero Jr.,TOR,BAL,0.7456414550409413,72.59,4.6,3.0,0,Y,True,1,True,True,Vladimir Guerrero Jr. + Mookie Betts,1,Vladimir Guerrero Jr.,True,1,Mookie Betts,False,1,True,True,True
2025-09-13,wf_low_stop_floor,Probability with volume + stop floor,Apply the volume floor and require six or fewer stop valves when possible.,Vladimir Guerrero Jr.,TOR,BAL,0.7456414550409413,72.59,4.6,3.0,0,Y,True,1,True,True,Vladimir Guerrero Jr. + Mookie Betts,1,Vladimir Guerrero Jr.,True,1,Mookie Betts,False,1,True,True,True
2025-09-13,wf_top5_safety_blend,Top-5 safety blend,"Take the model top 5, then rerank by opportunity/contact safety factors.",Vladimir Guerrero Jr.,TOR,BAL,0.7456414550409413,72.59,4.6,3.0,0,Y,True,1,True,True,Vladimir Guerrero Jr. + Mookie Betts,1,Vladimir Guerrero Jr.,True,1,Mookie Betts,False,1,True,True,True
2025-09-13,wf_top8_safety_floor,Top-8 safety blend with floor,"Take the model top 8, apply PA and stop-count floors when possible, then rerank by safety.",Vladimir Guerrero Jr.,TOR,BAL,0.7456414550409413,72.59,4.6,3.0,0,Y,True,1,True,True,Vladimir Guerrero Jr. + Mookie Betts,1,Vladimir Guerrero Jr.,True,1,Mookie Betts,False,1,True,True,True
2025-09-13,bob_score_volume_floor,Bob score with volume floor,Primary Bob score baseline after a PA volume floor.,Vladimir Guerrero Jr.,TOR,BAL,0.7456414550409413,72.59,4.6,3.0,0,Y,True,1,True,True,Vladimir Guerrero Jr. + Bobby Witt Jr.,2,Vladimir Guerrero Jr.,True,1,Bobby Witt Jr.,True,0,True,True,False
2025-09-14,wf_probability_top,Walk-forward probability top,Select the highest probability hitter from the walk-forward opportunity/contact model.,Luke Keaschall,MIN,ARI,0.7478799244750731,61.95,4.5,4.0,2,N,False,1,True,True,Luke Keaschall + Jackson Chourio,0,Luke Keaschall,False,1,Jackson Chourio,False,0,True,True,False
2025-09-14,wf_volume_floor,Probability with volume floor,"Prefer hitters with PA/G >= 4.2 and expected PA >= 4.1, then sort by walk-forward probability.",Luke Keaschall,MIN,ARI,0.7478799244750731,61.95,4.5,4.0,2,N,False,1,True,True,Luke Keaschall + Jackson Chourio,0,Luke Keaschall,False,1,Jackson Chourio,False,0,True,True,False
2025-09-14,wf_low_stop_floor,Probability with volume + stop floor,Apply the volume floor and require six or fewer stop valves when possible.,Luke Keaschall,MIN,ARI,0.7478799244750731,61.95,4.5,4.0,2,N,False,1,True,True,Luke Keaschall + Jackson Chourio,0,Luke Keaschall,False,1,Jackson Chourio,False,0,True,True,False
2025-09-14,wf_top5_safety_blend,Top-5 safety blend,"Take the model top 5, then rerank by opportunity/contact safety factors.",Jackson Chourio,MIL,STL,0.7263640279098732,64.43,4.7,2.0,3,N,False,0,True,False,Jackson Chourio + Luke Keaschall,0,Jackson Chourio,False,0,Luke Keaschall,False,1,True,True,False
2025-09-14,wf_top8_safety_floor,Top-8 safety blend with floor,"Take the model top 8, apply PA and stop-count floors when possible, then rerank by safety.",Jackson Chourio,MIL,STL,0.7263640279098732,64.43,4.7,2.0,3,N,False,0,True,False,Jackson Chourio + Luke Keaschall,0,Jackson Chourio,False,0,Luke Keaschall,False,1,True,True,False
2025-09-14,bob_score_volume_floor,Bob score with volume floor,Primary Bob score baseline after a PA volume floor.,Fernando Tatis Jr.,SDP,COL,0.7217652416813862,66.64,4.8,1.0,8,N,False,1,True,True,Fernando Tatis Jr. + Jackson Chourio,0,Fernando Tatis Jr.,False,1,Jackson Chourio,False,0,True,True,False
2025-09-15,wf_probability_top,Walk-forward probability top,Select the highest probability hitter from the walk-forward opportunity/contact model.,Mookie Betts,LAD,PHI,0.7448451649926973,56.1,4.7,2.0,1,N,False,1,True,True,Mookie Betts + Jurickson Profar,0,Mookie Betts,False,1,Jurickson Profar,False,1,True,True,True
2025-09-15,wf_volume_floor,Probability with volume floor,"Prefer hitters with PA/G >= 4.2 and expected PA >= 4.1, then sort by walk-forward probability.",Mookie Betts,LAD,PHI,0.7448451649926973,56.1,4.7,2.0,1,N,False,1,True,True,Mookie Betts + Jurickson Profar,0,Mookie Betts,False,1,Jurickson Profar,False,1,True,True,True
2025-09-15,wf_low_stop_floor,Probability with volume + stop floor,Apply the volume floor and require six or fewer stop valves when possible.,Mookie Betts,LAD,PHI,0.7448451649926973,56.1,4.7,2.0,1,N,False,1,True,True,Mookie Betts + Jurickson Profar,0,Mookie Betts,False,1,Jurickson Profar,False,1,True,True,True
2025-09-15,wf_top5_safety_blend,Top-5 safety blend,"Take the model top 5, then rerank by opportunity/contact safety factors.",Jurickson Profar,ATL,WSN,0.7269403337553818,61.76,4.8,1.0,5,N,False,1,True,True,Jurickson Profar + Mookie Betts,0,Jurickson Profar,False,1,Mookie Betts,False,1,True,True,True
2025-09-15,wf_top8_safety_floor,Top-8 safety blend with floor,"Take the model top 8, apply PA and stop-count floors when possible, then rerank by safety.",Mookie Betts,LAD,PHI,0.7448451649926973,56.1,4.7,2.0,1,N,False,1,True,True,Mookie Betts + Jurickson Profar,0,Mookie Betts,False,1,Jurickson Profar,False,1,True,True,True
2025-09-15,bob_score_volume_floor,Bob score with volume floor,Primary Bob score baseline after a PA volume floor.,Matt Olson,ATL,WSN,0.710915630831422,63.84,4.7,2.0,9,N,False,1,True,True,Matt Olson + Jurickson Profar,0,Matt Olson,False,1,Jurickson Profar,False,1,True,True,True
2025-09-16,wf_probability_top,Walk-forward probability top,Select the highest probability hitter from the walk-forward opportunity/contact model.,Otto Lopez,MIA,COL,0.7814645167780891,68.84,4.8,1.0,4,N,True,0,True,False,Otto Lopez + Jakob Marsee,1,Otto Lopez,True,0,Jakob Marsee,False,1,True,True,False
2025-09-16,wf_volume_floor,Probability with volume floor,"Prefer hitters with PA/G >= 4.2 and expected PA >= 4.1, then sort by walk-forward probability.",Agustín Ramírez,MIA,COL,0.7455365501706893,58.85,4.7,2.0,6,N,False,1,True,True,Agustín Ramírez + Cody Bellinger,0,Agustín Ramírez,False,1,Cody Bellinger,False,1,True,True,True
2025-09-16,wf_low_stop_floor,Probability with volume + stop floor,Apply the volume floor and require six or fewer stop valves when possible.,Agustín Ramírez,MIA,COL,0.7455365501706893,58.85,4.7,2.0,6,N,False,1,True,True,Agustín Ramírez + Cody Bellinger,0,Agustín Ramírez,False,1,Cody Bellinger,False,1,True,True,True
2025-09-16,wf_top5_safety_blend,Top-5 safety blend,"Take the model top 5, then rerank by opportunity/contact safety factors.",Otto Lopez,MIA,COL,0.7814645167780891,68.84,4.8,1.0,4,N,True,0,True,False,Otto Lopez + Cody Bellinger,1,Otto Lopez,True,0,Cody Bellinger,False,1,True,True,False
2025-09-16,wf_top8_safety_floor,Top-8 safety blend with floor,"Take the model top 8, apply PA and stop-count floors when possible, then rerank by safety.",Yandy Díaz,TBR,TOR,0.7237707549934245,55.98,4.7,2.0,0,Y,True,1,True,True,Yandy Díaz + Julio Rodríguez,1,Yandy Díaz,True,1,Julio Rodríguez,False,1,True,True,True
2025-09-16,bob_score_volume_floor,Bob score with volume floor,Primary Bob score baseline after a PA volume floor.,Cody Bellinger,NYY,MIN,0.7330196215560532,66.73,4.5,4.0,0,Y,False,1,True,True,Cody Bellinger + Aaron Judge,0,Cody Bellinger,False,1,Aaron Judge,False,1,True,True,True
2025-09-17,wf_probability_top,Walk-forward probability top,Select the highest probability hitter from the walk-forward opportunity/contact model.,Otto Lopez,MIA,COL,0.744081327371216,67.33,4.5,4.0,4,N,True,0,True,False,Otto Lopez + Matt Olson,1,Otto Lopez,True,0,Matt Olson,False,1,True,True,False
2025-09-17,wf_volume_floor,Probability with volume floor,"Prefer hitters with PA/G >= 4.2 and expected PA >= 4.1, then sort by walk-forward probability.",Matt Olson,ATL,WSN,0.7431719142668962,56.72,4.7,2.0,8,N,False,1,True,True,Matt Olson + Agustín Ramírez,0,Matt Olson,False,1,Agustín Ramírez,False,1,True,True,True
2025-09-17,wf_low_stop_floor,Probability with volume + stop floor,Apply the volume floor and require six or fewer stop valves when possible.,Agustín Ramírez,MIA,COL,0.7334051212118032,62.14,4.7,2.0,6,N,False,1,True,True,Agustín Ramírez + Alex Bregman,0,Agustín Ramírez,False,1,Alex Bregman,False,0,True,True,False
2025-09-17,wf_top5_safety_blend,Top-5 safety blend,"Take the model top 5, then rerank by opportunity/contact safety factors.",Matt Olson,ATL,WSN,0.7431719142668962,56.72,4.7,2.0,8,N,False,1,True,True,Matt Olson + Alex Bregman,0,Matt Olson,False,1,Alex Bregman,False,0,True,True,False
2025-09-17,wf_top8_safety_floor,Top-8 safety blend with floor,"Take the model top 8, apply PA and stop-count floors when possible, then rerank by safety.",Yandy Díaz,TBR,TOR,0.7240272818482771,51.75,4.7,2.0,5,N,True,1,True,True,Yandy Díaz + Agustín Ramírez,1,Yandy Díaz,True,1,Agustín Ramírez,False,1,True,True,True
2025-09-17,bob_score_volume_floor,Bob score with volume floor,Primary Bob score baseline after a PA volume floor.,Agustín Ramírez,MIA,COL,0.7334051212118032,62.14,4.7,2.0,6,N,False,1,True,True,Agustín Ramírez + Rafael Devers,0,Agustín Ramírez,False,1,Rafael Devers,False,1,True,True,True
2025-09-18,wf_probability_top,Walk-forward probability top,Select the highest probability hitter from the walk-forward opportunity/contact model.,Otto Lopez,MIA,COL,0.7634213533247988,70.43,4.5,4.0,4,N,True,1,True,True,Otto Lopez + Agustín Ramírez,1,Otto Lopez,True,1,Agustín Ramírez,False,1,True,True,True
2025-09-18,wf_volume_floor,Probability with volume floor,"Prefer hitters with PA/G >= 4.2 and expected PA >= 4.1, then sort by walk-forward probability.",Agustín Ramírez,MIA,COL,0.7507654821811244,64.99,4.7,2.0,6,N,False,1,True,True,Agustín Ramírez + Yandy Díaz,1,Agustín Ramírez,False,1,Yandy Díaz,True,0,True,True,False
2025-09-18,wf_low_stop_floor,Probability with volume + stop floor,Apply the volume floor and require six or fewer stop valves when possible.,Agustín Ramírez,MIA,COL,0.7507654821811244,64.99,4.7,2.0,6,N,False,1,True,True,Agustín Ramírez + Yandy Díaz,1,Agustín Ramírez,False,1,Yandy Díaz,True,0,True,True,False
2025-09-18,wf_top5_safety_blend,Top-5 safety blend,"Take the model top 5, then rerank by opportunity/contact safety factors.",Jakob Marsee,MIA,COL,0.7409688571159017,72.64,4.8,1.0,2,N,False,1,True,True,Jakob Marsee + Yandy Díaz,1,Jakob Marsee,False,1,Yandy Díaz,True,0,True,True,False
2025-09-18,wf_top8_safety_floor,Top-8 safety blend with floor,"Take the model top 8, apply PA and stop-count floors when possible, then rerank by safety.",Jakob Marsee,MIA,COL,0.7409688571159017,72.64,4.8,1.0,2,N,False,1,True,True,Jakob Marsee + Luis Arraez,1,Jakob Marsee,False,1,Luis Arraez,True,1,True,True,True
2025-09-18,bob_score_volume_floor,Bob score with volume floor,Primary Bob score baseline after a PA volume floor.,Jakob Marsee,MIA,COL,0.7409688571159017,72.64,4.8,1.0,2,N,False,1,True,True,Jakob Marsee + Agustín Ramírez,0,Jakob Marsee,False,1,Agustín Ramírez,False,1,True,True,True
2025-09-19,wf_probability_top,Walk-forward probability top,Select the highest probability hitter from the walk-forward opportunity/contact model.,Nolan Schanuel,LAA,COL,0.7481428260780306,64.29,4.8,1.0,4,N,False,1,True,True,Nolan Schanuel + Matt Olson,0,Nolan Schanuel,False,1,Matt Olson,False,1,True,True,True
2025-09-19,wf_volume_floor,Probability with volume floor,"Prefer hitters with PA/G >= 4.2 and expected PA >= 4.1, then sort by walk-forward probability.",Nolan Schanuel,LAA,COL,0.7481428260780306,64.29,4.8,1.0,4,N,False,1,True,True,Nolan Schanuel + Matt Olson,0,Nolan Schanuel,False,1,Matt Olson,False,1,True,True,True
2025-09-19,wf_low_stop_floor,Probability with volume + stop floor,Apply the volume floor and require six or fewer stop valves when possible.,Nolan Schanuel,LAA,COL,0.7481428260780306,64.29,4.8,1.0,4,N,False,1,True,True,Nolan Schanuel + Matt Olson,0,Nolan Schanuel,False,1,Matt Olson,False,1,True,True,True
2025-09-19,wf_top5_safety_blend,Top-5 safety blend,"Take the model top 5, then rerank by opportunity/contact safety factors.",Luis Arraez,SDP,CHW,0.724902638942345,57.46,4.7,2.0,1,N,True,1,True,True,Luis Arraez + Matt Olson,1,Luis Arraez,True,1,Matt Olson,False,1,True,True,True
2025-09-19,wf_top8_safety_floor,Top-8 safety blend with floor,"Take the model top 8, apply PA and stop-count floors when possible, then rerank by safety.",Luis Arraez,SDP,CHW,0.724902638942345,57.46,4.7,2.0,1,N,True,1,True,True,Luis Arraez + Steven Kwan,2,Luis Arraez,True,1,Steven Kwan,True,1,True,True,True
2025-09-19,bob_score_volume_floor,Bob score with volume floor,Primary Bob score baseline after a PA volume floor.,Nolan Schanuel,LAA,COL,0.7481428260780306,64.29,4.8,1.0,4,N,False,1,True,True,Nolan Schanuel + Luke Keaschall,0,Nolan Schanuel,False,1,Luke Keaschall,False,1,True,True,True
2025-09-20,wf_probability_top,Walk-forward probability top,Select the highest probability hitter from the walk-forward opportunity/contact model.,Taylor Ward,LAA,COL,0.7467453096383492,64.46,4.5,4.0,10,N,False,1,True,True,Taylor Ward + Mike Trout,0,Taylor Ward,False,1,Mike Trout,False,1,True,True,True
2025-09-20,wf_volume_floor,Probability with volume floor,"Prefer hitters with PA/G >= 4.2 and expected PA >= 4.1, then sort by walk-forward probability.",Taylor Ward,LAA,COL,0.7467453096383492,64.46,4.5,4.0,10,N,False,1,True,True,Taylor Ward + Mike Trout,0,Taylor Ward,False,1,Mike Trout,False,1,True,True,True
2025-09-20,wf_low_stop_floor,Probability with volume + stop floor,Apply the volume floor and require six or fewer stop valves when possible.,Jackson Chourio,MIL,STL,0.7360811141190169,67.36,4.7,2.0,3,N,False,1,True,True,Jackson Chourio + Brendan Donovan,0,Jackson Chourio,False,1,Brendan Donovan,False,1,True,True,True
2025-09-20,wf_top5_safety_blend,Top-5 safety blend,"Take the model top 5, then rerank by opportunity/contact safety factors.",Brendan Donovan,STL,MIL,0.730572361992404,57.48,4.8,1.0,2,N,False,1,True,True,Brendan Donovan + Jackson Chourio,0,Brendan Donovan,False,1,Jackson Chourio,False,1,True,True,True
2025-09-20,wf_top8_safety_floor,Top-8 safety blend with floor,"Take the model top 8, apply PA and stop-count floors when possible, then rerank by safety.",Brendan Donovan,STL,MIL,0.730572361992404,57.48,4.8,1.0,2,N,False,1,True,True,Brendan Donovan + Jackson Chourio,0,Brendan Donovan,False,1,Jackson Chourio,False,1,True,True,True
2025-09-20,bob_score_volume_floor,Bob score with volume floor,Primary Bob score baseline after a PA volume floor.,Aaron Judge,NYY,BAL,0.6889929362590005,70.65,4.6,3.0,8,N,False,1,True,True,Aaron Judge + Mike Trout,0,Aaron Judge,False,1,Mike Trout,False,1,True,True,True
2025-09-21,wf_probability_top,Walk-forward probability top,Select the highest probability hitter from the walk-forward opportunity/contact model.,Nolan Schanuel,LAA,COL,0.7486540632393313,66.98,4.5,4.0,3,N,False,1,True,True,Nolan Schanuel + Jackson Chourio,0,Nolan Schanuel,False,1,Jackson Chourio,False,0,True,True,False
2025-09-21,wf_volume_floor,Probability with volume floor,"Prefer hitters with PA/G >= 4.2 and expected PA >= 4.1, then sort by walk-forward probability.",Nolan Schanuel,LAA,COL,0.7486540632393313,66.98,4.5,4.0,3,N,False,1,True,True,Nolan Schanuel + Jackson Chourio,0,Nolan Schanuel,False,1,Jackson Chourio,False,0,True,True,False
2025-09-21,wf_low_stop_floor,Probability with volume + stop floor,Apply the volume floor and require six or fewer stop valves when possible.,Nolan Schanuel,LAA,COL,0.7486540632393313,66.98,4.5,4.0,3,N,False,1,True,True,Nolan Schanuel + Jackson Chourio,0,Nolan Schanuel,False,1,Jackson Chourio,False,0,True,True,False
2025-09-21,wf_top5_safety_blend,Top-5 safety blend,"Take the model top 5, then rerank by opportunity/contact safety factors.",Steven Kwan,CLE,MIN,0.7405887261202698,62.16,4.8,1.0,4,N,True,1,True,True,Steven Kwan + Ketel Marte,1,Steven Kwan,True,1,Ketel Marte,False,1,True,True,True
2025-09-21,wf_top8_safety_floor,Top-8 safety blend with floor,"Take the model top 8, apply PA and stop-count floors when possible, then rerank by safety.",Steven Kwan,CLE,MIN,0.7405887261202698,62.16,4.8,1.0,4,N,True,1,True,True,Steven Kwan + Jackson Chourio,1,Steven Kwan,True,1,Jackson Chourio,False,0,True,True,False
2025-09-21,bob_score_volume_floor,Bob score with volume floor,Primary Bob score baseline after a PA volume floor.,Nolan Schanuel,LAA,COL,0.7486540632393313,66.98,4.5,4.0,3,N,False,1,True,True,Nolan Schanuel + Jackson Chourio,0,Nolan Schanuel,False,1,Jackson Chourio,False,0,True,True,False
2025-09-22,wf_probability_top,Walk-forward probability top,Select the highest probability hitter from the walk-forward opportunity/contact model.,Jurickson Profar,ATL,WSN,0.7217803992958127,50.38,4.8,1.0,7,N,False,1,True,True,Jurickson Profar + Matt Olson,0,Jurickson Profar,False,1,Matt Olson,False,0,True,True,False
2025-09-22,wf_volume_floor,Probability with volume floor,"Prefer hitters with PA/G >= 4.2 and expected PA >= 4.1, then sort by walk-forward probability.",Jurickson Profar,ATL,WSN,0.7217803992958127,50.38,4.8,1.0,7,N,False,1,True,True,Jurickson Profar + Matt Olson,0,Jurickson Profar,False,1,Matt Olson,False,0,True,True,False
2025-09-22,wf_low_stop_floor,Probability with volume + stop floor,Apply the volume floor and require six or fewer stop valves when possible.,Ronald Acuña Jr.,ATL,WSN,0.7016226680551381,56.23,4.6,3.0,6,N,False,1,True,True,Ronald Acuña Jr. + Luis Arraez,1,Ronald Acuña Jr.,False,1,Luis Arraez,True,1,True,True,True
2025-09-22,wf_top5_safety_blend,Top-5 safety blend,"Take the model top 5, then rerank by opportunity/contact safety factors.",Jurickson Profar,ATL,WSN,0.7217803992958127,50.38,4.8,1.0,7,N,False,1,True,True,Jurickson Profar + Matt Olson,0,Jurickson Profar,False,1,Matt Olson,False,0,True,True,False
